alpha=0.2
gamma=0.6
selection_rate=1
max_gen=5000
job_num=60
machine_num=10
pop_size=100
Threshold=5850
scenario_num=20
{
	{
		{13, 22, 48, 29, 50, 14, 82, 80, 94, 24},
		{54, 53, 22, 24, 85, 49, 89, 49, 46, 42},
		{92, 95, 61, 96, 98, 57, 71, 18, 88, 62},
		{92, 24, 50, 94, 16, 72, 64, 28, 27, 28},
		{43, 97, 81, 56, 67, 66, 93, 76, 74, 72},
		{16, 77, 50, 35, 52, 30, 97, 73, 38, 44},
		{96, 16, 72, 83, 74, 15, 22, 34, 75, 84},
		{41, 20, 72, 38, 78, 65, 67, 11, 17, 46},
		{34, 26, 46, 39, 80, 81, 60, 74, 87, 75},
		{34, 71, 80, 87, 27, 61, 97, 85, 21, 28},
		{45, 80, 19, 97, 93, 97, 25, 81, 52, 90},
		{92, 16, 86, 91, 30, 66, 55, 38, 49, 92},
		{95, 57, 29, 25, 42, 34, 31, 20, 84, 43},
		{39, 41, 44, 55, 33, 53, 92, 30, 75, 79},
		{68, 34, 97, 80, 28, 58, 62, 38, 51, 41},
		{26, 76, 34, 12, 96, 57, 97, 99, 68, 44},
		{11, 30, 99, 24, 70, 77, 31, 47, 35, 86},
		{27, 39, 41, 33, 72, 99, 10, 42, 76, 71},
		{71, 67, 99, 48, 86, 88, 49, 92, 22, 44},
		{87, 98, 36, 77, 94, 87, 64, 90, 90, 82},
		{13, 82, 62, 36, 15, 71, 62, 19, 89, 10},
		{80, 53, 36, 93, 72, 77, 33, 64, 28, 69},
		{86, 22, 10, 88, 64, 28, 19, 94, 50, 56},
		{66, 96, 50, 22, 78, 32, 72, 23, 43, 52},
		{78, 59, 16, 74, 69, 77, 91, 39, 33, 55},
		{55, 21, 71, 57, 28, 65, 67, 20, 60, 88},
		{66, 40, 51, 13, 79, 86, 71, 94, 80, 35},
		{60, 23, 11, 42, 60, 79, 91, 54, 92, 76},
		{76, 75, 40, 74, 83, 60, 52, 41, 46, 59},
		{62, 50, 63, 57, 86, 65, 63, 78, 11, 55},
		{89, 81, 41, 50, 89, 94, 79, 20, 20, 78},
		{40, 45, 24, 75, 53, 83, 10, 40, 97, 37},
		{25, 23, 82, 15, 33, 21, 80, 83, 45, 98},
		{99, 36, 30, 26, 22, 71, 26, 10, 13, 83},
		{81, 61, 85, 14, 66, 78, 82, 51, 88, 51},
		{33, 71, 93, 25, 64, 39, 93, 85, 26, 37},
		{13, 68, 43, 86, 27, 90, 75, 86, 51, 31},
		{46, 87, 76, 73, 74, 71, 48, 35, 88, 96},
		{55, 14, 46, 43, 68, 13, 12, 31, 34, 44},
		{58, 87, 55, 82, 36, 11, 52, 43, 11, 40},
		{83, 38, 61, 19, 14, 74, 71, 55, 39, 22},
		{56, 30, 92, 14, 79, 30, 85, 86, 49, 55},
		{51, 83, 27, 95, 30, 62, 99, 61, 90, 85},
		{17, 94, 85, 31, 39, 22, 89, 92, 88, 92},
		{89, 50, 19, 58, 91, 40, 67, 50, 42, 24},
		{60, 39, 16, 12, 29, 30, 74, 65, 40, 14},
		{71, 91, 19, 52, 23, 77, 72, 45, 46, 76},
