alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=200
machine_num=20
pop_size=100
Threshold=31599
scenario_num=20
{
	{
		{81, 65, 93, 46, 32, 33, 22, 67, 38, 97, 63, 43, 77, 96, 21, 68, 94, 27, 72, 68},
		{98, 11, 65, 97, 71, 91, 32, 99, 15, 12, 11, 93, 47, 79, 25, 32, 90, 48, 38, 98},
		{68, 78, 95, 78, 19, 29, 72, 82, 44, 80, 74, 23, 90, 62, 94, 45, 51, 45, 67, 29},
		{49, 74, 27, 36, 77, 25, 15, 59, 45, 37, 61, 21, 44, 51, 21, 51, 65, 45, 36, 72},
		{23, 66, 66, 46, 77, 86, 88, 76, 75, 30, 37, 24, 92, 33, 29, 72, 70, 20, 12, 27},
		{17, 55, 97, 53, 34, 97, 19, 63, 87, 64, 50, 36, 74, 64, 41, 50, 56, 30, 30, 11},
		{38, 17, 86, 88, 65, 57, 18, 32, 87, 42, 44, 23, 27, 75, 13, 41, 62, 46, 10, 20},
		{15, 13, 53, 25, 10, 36, 28, 27, 17, 24, 90, 98, 67, 66, 36, 93, 43, 86, 39, 97},
		{93, 89, 45, 72, 41, 48, 71, 42, 51, 89, 80, 15, 26, 84, 54, 72, 52, 39, 17, 23},
		{33, 84, 57, 19, 86, 96, 29, 96, 80, 69, 12, 30, 53, 73, 24, 17, 26, 47, 14, 17},
		{87, 25, 85, 93, 80, 64, 81, 64, 40, 58, 41, 30, 33, 10, 74, 97, 39, 89, 97, 36},
		{82, 40, 99, 13, 74, 77, 68, 94, 39, 12, 61, 18, 22, 59, 10, 43, 26, 88, 14, 97},
		{14, 11, 80, 76, 74, 75, 81, 86, 82, 14, 50, 42, 13, 11, 54, 16, 97, 34, 93, 29},
		{95, 99, 51, 45, 30, 55, 74, 84, 66, 89, 30, 80, 58, 64, 91, 70, 23, 61, 70, 94},
		{48, 72, 56, 14, 23, 38, 52, 87, 98, 27, 53, 48, 20, 10, 31, 31, 54, 48, 76, 41},
		{54, 52, 48, 22, 38, 69, 27, 83, 23, 43, 93, 43, 78, 26, 67, 92, 88, 15, 67, 78},
		{68, 12, 25, 35, 20, 23, 82, 29, 33, 64, 24, 31, 29, 41, 26, 64, 57, 68, 10, 78},
		{93, 44, 24, 18, 98, 86, 60, 89, 16, 64, 98, 41, 96, 95, 61, 93, 82, 41, 50, 81},
		{35, 56, 28, 42, 59, 34, 53, 25, 80, 12, 44, 43, 21, 84, 69, 68, 85, 46, 16, 46},
		{26, 66, 65, 76, 45, 29, 17, 22, 23, 79, 63, 59, 50, 76, 91, 18, 18, 88, 80, 82},
		{50, 55, 24, 50, 62, 38, 13, 53, 26, 28, 11, 50, 71, 32, 25, 76, 87, 94, 73, 85},
		{17, 54, 69, 46, 77, 78, 91, 86, 79, 60, 95, 44, 64, 11, 31, 66, 58, 54, 21, 45},
		{64, 89, 13, 52, 70, 77, 78, 95, 65, 38, 93, 43, 80, 20, 61, 61, 78, 95, 66, 25},
		{70, 55, 25, 79, 33, 43, 25, 81, 77, 23, 58, 95, 50, 43, 87, 25, 63, 29, 36, 80},
		{71, 71, 76, 77, 21, 18, 64, 47, 62, 86, 55, 62, 56, 67, 31, 86, 18, 26, 67, 54},
		{69, 35, 65, 41, 33, 20, 10, 84, 55, 45, 84, 89, 73, 23, 70, 65, 61, 72, 42, 99},
		{21, 87, 22, 44, 16, 65, 50, 60, 93, 48, 72, 66, 33, 66, 98, 49, 85, 61, 63, 22},
		{37, 40, 66, 54, 75, 57, 58, 45, 62, 85, 83, 13, 54, 94, 41, 42, 73, 98, 18, 73},
		{32, 89, 56, 97, 63, 83, 23, 44, 69, 59, 87, 71, 41, 98, 61, 23, 17, 70, 73, 20},
		{82, 58, 21, 23, 10, 36, 55, 52, 41, 48, 92, 47, 45, 54, 85, 67, 68, 47, 24, 89},
		{35, 20, 28, 80, 93, 93, 17, 93, 19, 23, 50, 96, 17, 20, 44, 80, 96, 45, 86, 68},
		{20, 25, 33, 17, 47, 68, 78, 43, 54, 10, 62, 92, 26, 59, 75, 37, 89, 11, 70, 85},
		{70, 59, 44, 44, 56, 83, 32, 18, 10, 48, 18, 37, 26, 25, 66, 23, 96, 53, 94, 90},
		{43, 19, 31, 90, 20, 71, 77, 27, 47, 43, 72, 86, 68, 63, 85, 59, 18, 90, 26, 77},
		{80, 30, 35, 16, 35, 64, 78, 70, 49, 80, 95, 11, 40, 75, 70, 93, 62, 28, 30, 24},
		{48, 92, 55, 92, 27, 24, 34, 85, 90, 28, 37, 80, 19, 81, 12, 82, 23, 70, 66, 80},
		{57, 77, 71, 46, 58, 41, 72, 75, 71, 96, 35, 88, 39, 83, 36, 37, 15, 22, 16, 89},
		{35, 19, 35, 96, 32, 23, 23, 63, 71, 88, 61, 56, 39, 55, 54, 86, 92, 75, 77, 74},
		{19, 88, 53, 27, 67, 51, 86, 95, 23, 10, 41, 40, 41, 90, 54, 38, 94, 50, 40, 41},
		{78, 84, 37, 21, 54, 12, 91, 48, 44, 47, 64, 31, 38, 51, 95, 32, 97, 40, 78, 19},
		{85, 59, 60, 99, 16, 50, 22, 68, 78, 51, 99, 88, 82, 49, 59, 86, 55, 47, 26, 18},
		{26, 26, 93, 14, 95, 59, 37, 18, 40, 32, 14, 23, 54, 91, 87, 11, 51, 78, 38, 76},
		{99, 48, 53, 26, 73, 89, 40, 41, 76, 29, 30, 12, 75, 81, 65, 77, 81, 59, 97, 14},
		{44, 40, 14, 53, 56, 96, 21, 95, 52, 31, 54, 90, 30, 75, 79, 33, 66, 37, 93, 54},
		{21, 10, 41, 62, 81, 48, 31, 75, 14, 73, 36, 28, 72, 26, 97, 73, 79, 20, 10, 59},
		{74, 23, 17, 71, 32, 24, 18, 70, 66, 96, 95, 46, 39, 59, 87, 70, 70, 32, 95, 61},
		{55, 71, 25, 13, 80, 67, 33, 99, 31, 10, 42, 25, 95, 91, 91, 65, 41, 29, 13, 63},
		{99, 31, 11, 82, 89, 30, 85, 23, 88, 52, 52, 13, 93, 86, 63, 15, 69, 74, 88, 52},
