alpha=0.2
gamma=0.6
selection_rate=0.5
max_gen=6000
job_num=300
machine_num=40
pop_size=100
Threshold=52853
scenario_num=20
{
	{
		{81, 83, 75, 60, 5, 95, 34, 71, 90, 96, 80, 28, 84, 95, 86, 82, 85, 98, 75, 70, 28, 87, 43, 80, 50, 29, 43, 21, 80, 7, 32, 68, 65, 43, 5, 38, 46, 5, 11, 43},
		{26, 98, 15, 97, 2, 48, 64, 73, 14, 15, 79, 17, 17, 28, 91, 14, 36, 4, 32, 96, 2, 33, 35, 84, 82, 37, 18, 74, 17, 26, 57, 59, 35, 5, 70, 18, 16, 96, 71, 99},
		{26, 9, 29, 43, 51, 36, 82, 78, 69, 14, 91, 34, 18, 57, 34, 71, 30, 22, 29, 4, 97, 97, 34, 24, 6, 73, 60, 83, 76, 81, 19, 35, 24, 48, 84, 24, 76, 66, 23, 56},
		{76, 23, 69, 73, 75, 83, 88, 62, 84, 68, 56, 83, 34, 64, 12, 69, 14, 96, 68, 88, 88, 64, 24, 5, 5, 29, 50, 91, 51, 69, 59, 93, 48, 36, 9, 14, 44, 10, 56, 45},
		{85, 1, 13, 28, 84, 71, 19, 38, 50, 85, 82, 47, 17, 35, 44, 77, 25, 75, 56, 33, 47, 27, 58, 32, 48, 22, 99, 23, 3, 91, 58, 78, 70, 54, 68, 67, 27, 40, 71, 11},
		{71, 72, 39, 18, 18, 11, 10, 37, 67, 98, 14, 77, 92, 71, 24, 79, 79, 45, 34, 91, 61, 89, 44, 91, 76, 34, 61, 91, 66, 8, 11, 94, 65, 77, 91, 99, 48, 9, 55, 75},
		{99, 40, 20, 71, 86, 17, 16, 21, 43, 10, 61, 55, 36, 95, 41, 61, 15, 24, 49, 81, 49, 77, 66, 23, 20, 99, 4, 82, 12, 54, 82, 80, 92, 88, 40, 18, 7, 35, 5, 82},
		{10, 90, 16, 29, 49, 93, 34, 17, 69, 59, 75, 14, 20, 33, 80, 38, 62, 76, 97, 66, 67, 62, 42, 60, 91, 24, 89, 98, 16, 1, 72, 61, 67, 35, 8, 12, 99, 81, 34, 91},
		{78, 26, 76, 26, 64, 22, 1, 99, 33, 82, 48, 32, 53, 67, 1, 20, 79, 54, 22, 66, 90, 87, 25, 73, 18, 92, 51, 42, 9, 68, 55, 89, 21, 14, 47, 98, 43, 80, 77, 69},
		{40, 99, 38, 31, 75, 10, 54, 24, 66, 54, 49, 61, 17, 91, 72, 32, 33, 65, 67, 6, 48, 99, 59, 49, 44, 13, 24, 42, 79, 96, 8, 64, 28, 32, 77, 92, 16, 77, 7, 49},
		{99, 44, 68, 42, 59, 46, 66, 69, 97, 88, 78, 97, 57, 35, 21, 62, 13, 22, 47, 85, 59, 9, 52, 78, 95, 63, 36, 3, 76, 58, 71, 29, 81, 76, 38, 43, 86, 9, 9, 62},
		{42, 6, 73, 88, 42, 74, 14, 8, 5, 10, 16, 94, 49, 43, 90, 20, 74, 65, 48, 96, 15, 44, 55, 21, 28, 71, 11, 20, 93, 91, 45, 58, 3, 40, 3, 68, 12, 87, 29, 31},
		{21, 67, 37, 36, 40, 94, 85, 2, 33, 85, 66, 69, 31, 90, 6, 64, 54, 22, 78, 98, 94, 10, 84, 38, 95, 86, 8, 28, 44, 81, 43, 10, 67, 94, 80, 83, 41, 37, 27, 62},
		{44, 10, 98, 18, 86, 1, 22, 52, 15, 43, 39, 58, 29, 30, 13, 69, 81, 60, 77, 28, 73, 94, 65, 91, 76, 32, 70, 95, 67, 50, 52, 51, 82, 72, 90, 68, 94, 50, 74, 15},
		{23, 75, 25, 95, 70, 36, 36, 19, 90, 77, 47, 79, 23, 38, 17, 35, 60, 30, 60, 70, 53, 97, 41, 96, 19, 75, 7, 94, 13, 77, 52, 78, 50, 61, 21, 27, 3, 76, 54, 87},
		{85, 16, 95, 57, 28, 71, 60, 45, 91, 77, 35, 51, 28, 83, 22, 48, 15, 41, 34, 73, 85, 17, 63, 9, 6, 91, 50, 88, 14, 37, 38, 52, 36, 47, 97, 19, 5, 26, 98, 44},
		{56, 51, 91, 26, 76, 56, 36, 2, 5, 28, 61, 76, 21, 92, 17, 20, 46, 43, 36, 58, 16, 67, 15, 49, 41, 94, 89, 52, 64, 7, 73, 87, 75, 38, 59, 17, 12, 63, 84, 62},
		{45, 50, 44, 81, 63, 19, 25, 79, 94, 7, 21, 19, 20, 32, 70, 73, 24, 18, 56, 35, 49, 43, 48, 1, 11, 17, 46, 92, 2, 93, 20, 83, 85, 57, 76, 17, 38, 72, 90, 73},
		{51, 74, 82, 10, 63, 35, 8, 15, 76, 9, 98, 19, 80, 27, 30, 2, 49, 6, 3, 99, 21, 14, 73, 56, 5, 57, 77, 26, 69, 77, 99, 66, 58, 70, 31, 35, 59, 30, 43, 78},
		{70, 84, 84, 11, 41, 45, 37, 84, 93, 1, 62, 86, 33, 36, 14, 93, 6, 63, 56, 17, 78, 49, 73, 24, 49, 78, 95, 49, 99, 70, 78, 82, 79, 15, 77, 64, 72, 1, 98, 53},
		{49, 71, 20, 73, 72, 4, 68, 53, 21, 21, 75, 37, 4, 29, 49, 4, 13, 6, 85, 15, 80, 12, 98, 71, 7, 21, 79, 57, 20, 18, 19, 52, 97, 98, 76, 20, 7, 89, 24, 20},
		{23, 91, 79, 63, 53, 97, 99, 62, 47, 28, 31, 38, 90, 3, 50, 96, 61, 95, 35, 97, 19, 64, 8, 4, 77, 41, 83, 69, 57, 92, 9, 14, 44, 34, 81, 41, 30, 80, 9, 96},
		{39, 21, 57, 14, 95, 61, 87, 96, 69, 10, 22, 67, 75, 81, 27, 3, 41, 28, 57, 10, 52, 50, 64, 14, 71, 59, 6, 47, 65, 18, 57, 37, 47, 93, 71, 56, 34, 78, 75, 73},
		{30, 38, 65, 44, 5, 19, 44, 56, 12, 48, 30, 31, 15, 46, 42, 99, 92, 4, 87, 67, 88, 36, 22, 97, 42, 58, 75, 55, 53, 21, 25, 77, 43, 27, 89, 69, 27, 80, 6, 59},
		{62, 51, 58, 91, 2, 43, 11, 34, 40, 45, 87, 12, 77, 54, 3, 94, 86, 16, 17, 16, 34, 97, 75, 26, 88, 7, 7, 82, 25, 8, 61, 98, 26, 97, 31, 15, 56, 62, 92, 3},
