alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=80
machine_num=5
pop_size=100
Threshold=7413
scenario_num=20
{
	{
		{95, 19, 66, 57, 84},
		{86, 59, 15, 86, 47},
		{68, 92, 86, 89, 22},
		{66, 25, 10, 40, 92},
		{96, 64, 12, 52, 43},
		{58, 66, 77, 14, 18},
		{12, 87, 74, 68, 48},
		{14, 96, 43, 77, 90},
		{98, 97, 82, 38, 87},
		{55, 54, 35, 51, 91},
		{92, 30, 94, 91, 91},
		{29, 13, 79, 69, 29},
		{49, 74, 88, 98, 45},
		{46, 53, 30, 40, 12},
		{37, 98, 37, 81, 25},
		{60, 35, 50, 92, 94},
		{66, 72, 80, 24, 28},
		{11, 98, 19, 36, 14},
		{84, 61, 11, 30, 65},
		{61, 39, 92, 48, 13},
		{79, 36, 22, 86, 77},
		{77, 92, 51, 94, 56},
		{49, 21, 47, 34, 95},
		{90, 41, 77, 32, 49},
		{47, 20, 40, 94, 19},
		{33, 41, 73, 73, 56},
		{83, 73, 81, 97, 14},
		{58, 19, 49, 23, 28},
		{71, 26, 57, 21, 70},
		{82, 92, 70, 88, 31},
		{27, 11, 68, 69, 29},
		{43, 44, 40, 91, 43},
		{45, 95, 10, 78, 64},
		{75, 80, 92, 91, 61},
		{63, 10, 32, 92, 94},
		{42, 77, 30, 13, 86},
		{49, 73, 51, 90, 18},
		{51, 40, 87, 12, 54},
		{37, 57, 73, 76, 68},
		{88, 71, 52, 82, 86},
		{49, 59, 72, 89, 28},
		{86, 42, 84, 39, 39},
		{93, 40, 72, 59, 35},
		{99, 27, 84, 81, 58},
		{71, 27, 87, 82, 27},
		{87, 40, 81, 60, 90},
		{82, 17, 87, 31, 67},
		{17, 78, 78, 75, 79},
		{91, 67, 46, 22, 25},
		{26, 56, 53, 78, 98},
		{43, 18, 14, 66, 22},
		{35, 43, 36, 51, 79},
		{90, 46, 62, 37, 86},
		{18, 29, 76, 67, 48},
		{16, 98, 70, 29, 35},
		{77, 84, 43, 87, 87},
		{40, 81, 52, 81, 67},
		{55, 94, 15, 40, 64},
		{67, 27, 11, 85, 51},
		{70, 88, 93, 48, 41},
		{34, 72, 17, 18, 49},
		{63, 19, 82, 21, 32},
		{86, 26, 51, 60, 10},
		{87, 14, 79, 25, 70},
		{68, 56, 78, 21, 46},
		{38, 62, 54, 65, 66},
		{30, 61, 98, 12, 87},
		{80, 86, 17, 71, 71},
		{77, 59, 44, 28, 51},
		{61, 12, 54, 99, 91},
		{55, 83, 69, 17, 70},
		{33, 95, 11, 44, 17},
		{18, 97, 49, 72, 21},
		{99, 11, 65, 15, 40},
		{84, 66, 64, 55, 29},
		{95, 99, 40, 79, 22},
		{89, 64, 28, 68, 23},
		{31, 30, 95, 72, 73},
		{32, 50, 94, 50, 24},
		{55, 31, 69, 30, 94}
	},
	{
		{63, 28, 57, 98, 74},
		{60, 98, 84, 71, 92},
		{11, 64, 17, 64, 88},
		{54, 42, 58, 64, 53},
		{28, 52, 67, 30, 65},
		{42, 88, 51, 17, 62},
		{91, 83, 73, 43, 54},
		{42, 57, 41, 14, 76},
		{47, 40, 54, 10, 16},
		{93, 10, 33, 65, 46},
		{29, 59, 93, 67, 86},
		{43, 33, 48, 26, 24},
		{35, 51, 66, 26, 96},
		{79, 45, 56, 53, 95},
		{39, 89, 91, 47, 12},
		{79, 96, 35, 26, 66},
		{42, 51, 44, 78, 68},
		{95, 96, 65, 60, 79},
		{90, 77, 95, 30, 56},
		{30, 39, 30, 77, 76},
		{51, 27, 17, 30, 81},
		{80, 26, 29, 67, 90},
		{78, 35, 93, 89, 92},
		{21, 97, 81, 74, 53},
		{35, 49, 74, 51, 22},
		{15, 22, 99, 74, 23},
		{94, 92, 12, 36, 48},
		{27, 43, 79, 88, 69},
		{31, 91, 53, 75, 14},
		{23, 73, 52, 68, 60},
		{24, 25, 33, 14, 21},
		{24, 58, 86, 26, 25},
		{80, 35, 84, 88, 13},
		{16, 52, 59, 77, 99},
		{59, 32, 28, 23, 60},
		{38, 19, 90, 50, 26},
		{19, 30, 37, 33, 33},
		{52, 93, 90, 13, 48},
		{79, 83, 86, 66, 44},
		{18, 42, 27, 97, 71},
		{52, 27, 85, 30, 42},
		{93, 36, 50, 75, 43},
		{39, 27, 46, 82, 95},
		{34, 36, 58, 97, 68},
		{68, 20, 17, 96, 58},
		{27, 10, 25, 17, 50},
		{66, 20, 37, 30, 42},
		{30, 81, 45, 45, 60},
		{53, 57, 35, 75, 88},
		{64, 74, 10, 78, 35},
		{10, 79, 60, 94, 19},
		{94, 33, 44, 25, 80},
		{82, 60, 79, 60, 20},
		{67, 86, 78, 66, 78},
