alpha=0.2
gamma=0.6
selection_rate=0.5
max_gen=6000
job_num=200
machine_num=30
pop_size=100
Threshold=31320
scenario_num=20
{
	{
		{59, 27, 57, 63, 55, 16, 27, 25, 26, 3, 82, 83, 79, 95, 5, 84, 42, 65, 90, 87, 53, 54, 67, 58, 97, 95, 1, 12, 66, 34},
		{94, 11, 74, 27, 19, 14, 80, 70, 20, 41, 7, 65, 60, 92, 52, 44, 14, 73, 76, 21, 24, 16, 89, 44, 35, 60, 23, 52, 33, 40},
		{84, 49, 86, 63, 1, 1, 81, 50, 1, 90, 62, 96, 65, 50, 10, 89, 53, 14, 83, 13, 29, 62, 55, 57, 8, 40, 68, 98, 62, 74},
		{34, 3, 52, 62, 72, 8, 86, 38, 37, 77, 99, 74, 86, 16, 72, 74, 36, 61, 1, 53, 7, 63, 8, 71, 91, 64, 48, 42, 44, 86},
		{58, 10, 70, 93, 59, 12, 6, 24, 45, 87, 15, 99, 50, 44, 41, 36, 62, 56, 41, 62, 23, 42, 31, 36, 22, 2, 64, 84, 65, 31},
		{16, 80, 47, 27, 94, 24, 11, 22, 42, 5, 95, 1, 85, 27, 72, 52, 76, 10, 43, 38, 82, 69, 68, 62, 1, 20, 44, 89, 47, 11},
		{54, 89, 87, 23, 53, 39, 84, 57, 79, 25, 36, 79, 38, 77, 85, 14, 2, 21, 43, 38, 5, 18, 85, 83, 55, 16, 81, 69, 22, 17},
		{56, 52, 4, 61, 92, 4, 14, 46, 48, 54, 2, 75, 22, 55, 95, 33, 95, 3, 51, 11, 3, 47, 19, 67, 87, 59, 87, 46, 97, 42},
		{74, 41, 79, 89, 57, 52, 75, 73, 60, 98, 1, 98, 60, 61, 93, 68, 36, 87, 83, 80, 14, 48, 25, 91, 55, 16, 65, 24, 1, 29},
		{85, 48, 77, 4, 44, 49, 15, 73, 90, 9, 30, 86, 84, 81, 71, 91, 33, 77, 12, 20, 31, 86, 63, 75, 9, 98, 5, 52, 83, 29},
		{2, 96, 75, 52, 16, 99, 37, 71, 19, 61, 42, 13, 29, 23, 3, 92, 22, 5, 97, 4, 87, 44, 40, 4, 99, 69, 34, 2, 60, 84},
		{8, 94, 85, 15, 87, 17, 55, 50, 44, 21, 39, 58, 92, 66, 75, 28, 15, 20, 48, 45, 24, 57, 1, 13, 27, 54, 8, 59, 54, 35},
		{9, 94, 53, 20, 61, 76, 61, 30, 51, 72, 70, 66, 39, 97, 93, 1, 31, 52, 76, 53, 34, 89, 6, 35, 51, 67, 46, 11, 39, 45},
		{56, 60, 62, 52, 67, 56, 8, 92, 75, 49, 21, 19, 98, 28, 17, 89, 50, 95, 60, 68, 58, 74, 46, 17, 81, 4, 35, 39, 45, 85},
		{32, 45, 5, 20, 88, 87, 64, 44, 57, 56, 90, 9, 60, 17, 66, 87, 53, 92, 66, 70, 60, 45, 85, 18, 29, 10, 17, 25, 74, 36},
		{6, 60, 84, 54, 38, 76, 62, 46, 50, 70, 75, 55, 93, 96, 51, 94, 57, 6, 90, 97, 15, 98, 54, 70, 11, 56, 1, 71, 26, 51},
		{94, 23, 23, 75, 41, 22, 97, 95, 8, 56, 69, 60, 37, 52, 56, 30, 4, 85, 96, 37, 62, 78, 97, 67, 89, 89, 96, 58, 31, 41},
		{43, 22, 43, 37, 7, 35, 3, 17, 30, 59, 3, 73, 63, 90, 9, 62, 94, 62, 84, 34, 25, 75, 67, 12, 92, 53, 35, 79, 74, 36},
		{85, 65, 29, 23, 10, 91, 26, 48, 92, 28, 76, 91, 81, 16, 15, 52, 98, 60, 94, 64, 2, 14, 52, 16, 5, 19, 14, 96, 62, 84},
		{64, 58, 14, 3, 96, 5, 95, 69, 35, 55, 37, 88, 1, 96, 64, 91, 5, 28, 81, 98, 20, 17, 85, 17, 44, 2, 9, 16, 21, 20},
		{32, 61, 99, 25, 16, 16, 72, 30, 9, 46, 32, 49, 61, 43, 74, 36, 65, 81, 23, 58, 70, 35, 46, 80, 64, 12, 20, 72, 38, 37},
		{77, 89, 39, 61, 14, 35, 31, 20, 97, 55, 79, 12, 17, 37, 18, 89, 4, 57, 11, 7, 35, 22, 34, 75, 17, 88, 30, 2, 83, 67},
		{84, 40, 21, 24, 22, 98, 56, 33, 2, 69, 68, 44, 79, 46, 10, 98, 92, 56, 50, 96, 12, 91, 88, 22, 59, 16, 5, 98, 10, 12},
		{97, 81, 53, 66, 49, 30, 48, 71, 46, 52, 74, 1, 5, 56, 75, 93, 75, 1, 35, 1, 10, 31, 67, 93, 84, 67, 17, 14, 12, 65},
		{79, 85, 83, 42, 60, 41, 74, 94, 56, 20, 11, 41, 22, 84, 29, 29, 58, 12, 99, 83, 15, 68, 63, 44, 74, 12, 53, 79, 93, 33},
		{12, 67, 21, 81, 36, 33, 78, 95, 69, 54, 57, 52, 73, 11, 69, 56, 66, 77, 93, 92, 81, 60, 35, 41, 94, 67, 54, 6, 38, 45},
