alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=80
machine_num=10
pop_size=100
Threshold=9883
scenario_num=20
{
	{
		{44, 28, 96, 45, 11, 19, 11, 79, 30, 52},
		{73, 65, 49, 14, 15, 46, 81, 31, 52, 83},
		{32, 18, 10, 11, 17, 53, 43, 67, 64, 92},
		{38, 33, 41, 50, 94, 95, 84, 34, 28, 91},
		{84, 67, 96, 45, 92, 60, 55, 67, 70, 68},
		{13, 53, 32, 95, 70, 37, 85, 66, 44, 51},
		{87, 53, 55, 42, 72, 28, 87, 78, 34, 93},
		{92, 40, 79, 81, 32, 94, 61, 11, 56, 82},
		{78, 40, 67, 68, 36, 85, 94, 80, 90, 41},
		{30, 58, 49, 82, 40, 65, 57, 24, 87, 87},
		{97, 78, 74, 46, 71, 79, 16, 64, 97, 94},
		{76, 83, 68, 37, 45, 77, 55, 32, 25, 93},
		{20, 27, 75, 23, 29, 82, 65, 77, 21, 99},
		{37, 78, 37, 62, 59, 70, 53, 51, 77, 24},
		{79, 25, 71, 99, 46, 71, 76, 91, 73, 70},
		{22, 95, 28, 39, 68, 66, 92, 89, 17, 20},
		{68, 18, 62, 82, 32, 95, 61, 40, 99, 32},
		{51, 61, 17, 52, 56, 99, 22, 13, 13, 88},
		{83, 42, 23, 63, 13, 16, 19, 87, 75, 87},
		{28, 67, 36, 49, 40, 36, 69, 35, 38, 66},
		{58, 80, 34, 42, 72, 78, 84, 84, 99, 58},
		{18, 31, 40, 79, 34, 28, 99, 87, 43, 20},
		{39, 72, 95, 29, 41, 20, 82, 75, 66, 59},
		{15, 21, 92, 12, 82, 89, 46, 71, 99, 27},
		{19, 33, 79, 38, 87, 14, 22, 73, 77, 26},
		{82, 14, 46, 25, 76, 36, 95, 87, 13, 43},
		{96, 98, 38, 98, 30, 91, 83, 94, 47, 49},
		{43, 39, 44, 79, 47, 32, 97, 73, 74, 36},
		{39, 70, 56, 96, 20, 48, 68, 44, 39, 84},
		{88, 21, 13, 58, 24, 46, 80, 48, 35, 43},
		{38, 28, 83, 84, 28, 14, 47, 61, 77, 19},
		{72, 98, 50, 46, 42, 30, 47, 99, 79, 59},
		{43, 39, 73, 17, 36, 35, 16, 63, 40, 31},
		{21, 52, 75, 20, 74, 15, 28, 85, 48, 47},
		{85, 63, 38, 50, 69, 54, 10, 21, 87, 19},
		{59, 66, 13, 71, 13, 46, 69, 83, 96, 66},
		{31, 60, 28, 13, 36, 21, 30, 14, 24, 80},
		{49, 10, 50, 11, 55, 81, 84, 29, 97, 81},
