alpha=0.2
gamma=0.6
selection_rate=0.5
max_gen=6000
job_num=100
machine_num=30
pop_size=100
Threshold=16209
scenario_num=20
{
	{
		{32, 34, 10, 91, 34, 42, 60, 29, 18, 95, 50, 62, 2, 66, 80, 59, 50, 89, 66, 64, 79, 48, 8, 7, 52, 97, 26, 40, 27, 13},
		{24, 68, 41, 92, 51, 79, 73, 5, 91, 68, 11, 58, 61, 58, 64, 26, 58, 47, 9, 5, 55, 28, 6, 94, 75, 52, 94, 3, 6, 12},
		{9, 73, 95, 28, 64, 42, 92, 97, 86, 38, 52, 93, 95, 1, 36, 33, 78, 16, 11, 96, 81, 32, 56, 87, 27, 84, 50, 59, 25, 1},
		{85, 70, 52, 73, 53, 40, 39, 11, 13, 75, 72, 87, 27, 21, 99, 22, 64, 5, 64, 44, 12, 99, 3, 67, 97, 94, 2, 49, 63, 76},
		{77, 70, 27, 67, 87, 86, 95, 93, 90, 81, 59, 96, 82, 11, 88, 5, 75, 17, 84, 53, 40, 65, 36, 62, 78, 66, 59, 92, 14, 91},
		{67, 38, 63, 28, 41, 69, 61, 71, 33, 66, 68, 69, 9, 42, 76, 21, 5, 90, 96, 32, 38, 87, 74, 7, 64, 65, 27, 14, 20, 37},
		{81, 44, 74, 54, 25, 25, 19, 10, 92, 8, 54, 93, 29, 54, 53, 29, 64, 42, 81, 56, 43, 67, 22, 22, 7, 43, 55, 43, 76, 95},
		{4, 80, 49, 98, 66, 58, 22, 46, 52, 40, 54, 17, 27, 7, 65, 12, 62, 23, 22, 21, 88, 98, 18, 79, 86, 91, 72, 16, 31, 7},
		{73, 85, 79, 49, 28, 72, 49, 1, 12, 71, 22, 64, 23, 42, 54, 63, 82, 53, 20, 92, 85, 64, 79, 9, 18, 64, 86, 84, 52, 37},
		{20, 9, 40, 24, 14, 47, 93, 82, 35, 13, 48, 54, 11, 55, 25, 77, 33, 34, 85, 85, 78, 15, 7, 58, 93, 41, 95, 7, 88, 35},
		{21, 96, 94, 29, 8, 92, 45, 4, 96, 14, 84, 33, 95, 63, 40, 44, 22, 30, 40, 19, 9, 12, 50, 76, 1, 73, 83, 31, 71, 37},
		{78, 49, 64, 38, 43, 28, 37, 84, 89, 6, 7, 52, 27, 52, 58, 28, 94, 47, 47, 19, 3, 8, 24, 3, 14, 9, 73, 8, 11, 9},
		{26, 87, 72, 23, 84, 83, 1, 75, 77, 37, 16, 92, 10, 54, 29, 27, 65, 60, 34, 10, 10, 17, 59, 16, 42, 77, 42, 30, 48, 57},
		{52, 97, 44, 72, 57, 31, 55, 36, 35, 9, 58, 49, 71, 2, 4, 32, 95, 59, 58, 52, 18, 28, 20, 20, 90, 99, 87, 62, 61, 83},
		{65, 79, 38, 62, 9, 65, 9, 3, 55, 91, 43, 25, 88, 40, 28, 80, 94, 84, 63, 20, 68, 28, 21, 15, 66, 98, 95, 63, 54, 84},
		{7, 55, 55, 45, 16, 74, 89, 50, 70, 41, 47, 50, 84, 59, 33, 68, 7, 72, 61, 28, 85, 8, 29, 27, 54, 57, 38, 37, 55, 39},
		{36, 99, 76, 6, 43, 9, 48, 72, 28, 16, 33, 47, 50, 23, 99, 74, 87, 90, 48, 77, 56, 46, 5, 9, 29, 16, 83, 14, 85, 65},
		{1, 23, 43, 56, 58, 65, 35, 95, 17, 83, 51, 77, 7, 42, 79, 32, 46, 17, 73, 82, 34, 40, 14, 79, 92, 37, 17, 52, 43, 96},
		{93, 93, 86, 82, 9, 38, 8, 6, 19, 14, 41, 18, 87, 38, 80, 20, 21, 66, 5, 67, 76, 27, 84, 45, 91, 78, 38, 89, 41, 12},
		{48, 42, 20, 13, 45, 30, 40, 34, 33, 16, 30, 57, 9, 6, 45, 89, 14, 16, 16, 99, 46, 19, 75, 11, 45, 84, 22, 12, 64, 24},
		{92, 95, 28, 97, 47, 86, 10, 34, 32, 36, 26, 7, 16, 54, 26, 27, 16, 84, 96, 91, 22, 52, 73, 49, 1, 30, 55, 6, 29, 66},
		{73, 42, 65, 21, 15, 91, 69, 54, 80, 93, 71, 44, 58, 60, 24, 63, 43, 59, 85, 37, 79, 76, 58, 81, 81, 95, 19, 30, 56, 4},
		{62, 6, 2, 78, 94, 94, 53, 11, 73, 46, 83, 86, 39, 78, 75, 46, 64, 10, 21, 13, 36, 89, 98, 79, 99, 82, 43, 33, 81, 11},
		{58, 49, 5, 33, 50, 20, 8, 71, 89, 52, 72, 61, 91, 36, 69, 11, 46, 74, 40, 85, 12, 18, 31, 3, 53, 99, 42, 19, 97, 43},
		{49, 37, 29, 89, 91, 5, 14, 70, 27, 9, 60, 91, 53, 5, 28, 45, 53, 92, 4, 42, 41, 49, 9, 93, 76, 7, 24, 60, 60, 91},
		{61, 87, 71, 56, 56, 47, 71, 92, 69, 10, 44, 66, 49, 84, 84, 79, 3, 83, 54, 71, 72, 53, 29, 76, 49, 54, 86, 36, 38, 33},
		{13, 76, 26, 58, 7, 79, 22, 72, 89, 4, 55, 86, 35, 95, 62, 59, 11, 94, 82, 15, 33, 81, 7, 26, 60, 65, 48, 98, 61, 81},
		{13, 73, 93, 17, 87, 76, 95, 99, 96, 58, 81, 56, 76, 27, 93, 86, 8, 91, 10, 4, 75, 77, 41, 25, 58, 21, 39, 66, 26, 71},
		{16, 71, 59, 41, 19, 55, 26, 58, 35, 40, 16, 10, 18, 16, 69, 13, 72, 6, 54, 63, 20, 97, 39, 70, 71, 42, 81, 99, 99, 53},
		{59, 60, 95, 69, 34, 47, 42, 69, 96, 28, 47, 56, 33, 75, 44, 53, 10, 3, 23, 18, 59, 30, 89, 68, 66, 13, 58, 97, 63, 64},
		{90, 21, 77, 31, 98, 19, 78, 3, 59, 77, 42, 87, 51, 74, 7, 98, 24, 18, 91, 92, 10, 45, 29, 38, 51, 42, 65, 60, 5, 14},
		{29, 13, 54, 75, 74, 29, 36, 51, 20, 9, 66, 43, 88, 34, 69, 90, 94, 87, 72, 96, 90, 24, 60, 91, 50, 79, 76, 86, 63, 62},
		{38, 68, 16, 19, 38, 36, 39, 52, 48, 15, 10, 78, 23, 95, 67, 65, 71, 29, 92, 95, 10, 2, 68, 61, 40, 54, 88, 92, 8, 34},
		{57, 90, 75, 70, 39, 41, 82, 42, 31, 66, 27, 12, 31, 65, 63, 84, 89, 58, 90, 38, 22, 83, 21, 4, 44, 72, 74, 34, 64, 27},
		{96, 6, 76, 29, 99, 43, 75, 33, 94, 56, 58, 52, 64, 17, 4, 56, 73, 80, 72, 39, 32, 10, 9, 51, 18, 83, 15, 49, 61, 81},
		{69, 71, 29, 71, 3, 53, 75, 62, 83, 53, 65, 84, 30, 51, 7, 32, 54, 73, 63, 90, 17, 16, 89, 98, 33, 10, 79, 75, 56, 50},
		{60, 54, 36, 26, 14, 43, 48, 3, 37, 35, 3, 26, 29, 44, 13, 77, 18, 95, 1, 64, 66, 66, 8, 10, 3, 70, 33, 72, 61, 74},
		{81, 10, 53, 74, 89, 39, 59, 29, 55, 63, 82, 95, 30, 20, 50, 76, 50, 14, 73, 26, 80, 70, 93, 84, 74, 49, 99, 31, 91, 4},
		{86, 1, 6, 38, 97, 74, 30, 14, 71, 98, 13, 78, 8, 13, 41, 44, 36, 1, 36, 39, 48, 97, 4, 11, 28, 80, 11, 89, 57, 98},
		{91, 29, 62, 67, 20, 26, 41, 6, 64, 47, 44, 86, 96, 50, 67, 86, 86, 53, 92, 24, 28, 44, 56, 42, 32, 21, 82, 72, 44, 98},
		{73, 6, 7, 75, 27, 94, 50, 97, 26, 83, 80, 4, 47, 31, 83, 66, 17, 82, 79, 73, 8, 40, 2, 25, 33, 60, 4, 62, 78, 98},
		{81, 99, 75, 49, 34, 29, 71, 68, 10, 60, 99, 99, 73, 72, 32, 30, 76, 18, 12, 67, 96, 61, 42, 35, 44, 11, 49, 13, 77, 72},
		{93, 73, 39, 85, 46, 29, 65, 94, 67, 92, 38, 39, 57, 12, 15, 4, 47, 41, 57, 76, 89, 25, 12, 52, 23, 63, 61, 15, 28, 59},
		{26, 86, 16, 99, 86, 95, 58, 73, 82, 45, 19, 33, 83, 98, 98, 20, 54, 43, 45, 42, 74, 83, 78, 16, 62, 54, 49, 88, 3, 34},
		{44, 60, 94, 55, 62, 32, 21, 8, 91, 18, 56, 74, 8, 61, 17, 60, 44, 10, 32, 26, 50, 43, 77, 97, 21, 30, 32, 11, 21, 14},
		{94, 51, 3, 56, 93, 49, 97, 71, 73, 15, 4, 52, 7, 72, 38, 95, 62, 75, 23, 75, 22, 12, 64, 82, 5, 71, 74, 48, 71, 79},
		{97, 44, 95, 25, 71, 48, 99, 99, 91, 93, 28, 76, 47, 60, 38, 39, 52, 89, 9, 73, 67, 96, 38, 35, 19, 37, 65, 74, 21, 47},
		{76, 90, 38, 80, 58, 38, 5, 74, 65, 10, 87, 68, 39, 61, 3, 44, 55, 97, 28, 43, 86, 7, 57, 25, 78, 43, 49, 45, 99, 66},
		{6, 1, 93, 55, 27, 31, 22, 99, 80, 29, 72, 99, 42, 12, 27, 9, 38, 16, 19, 63, 15, 3, 15, 59, 25, 75, 89, 32, 99, 70},
		{88, 45, 12, 83, 1, 86, 62, 24, 6, 5, 37, 35, 17, 4, 6, 80, 23, 16, 52, 33, 43, 93, 45, 32, 51, 51, 38, 79, 25, 82},
		{70, 59, 20, 77, 87, 52, 7, 84, 74, 36, 64, 28, 29, 64, 17, 19, 23, 30, 7, 95, 62, 35, 34, 51, 38, 28, 50, 9, 52, 85},
		{65, 52, 28, 22, 71, 44, 88, 18, 21, 3, 77, 64, 42, 65, 99, 96, 10, 89, 74, 2, 79, 37, 84, 71, 27, 19, 9, 84, 18, 82},
		{58, 71, 60, 33, 11, 34, 41, 21, 87, 92, 4, 34, 48, 34, 23, 20, 32, 39, 28, 31, 75, 32, 60, 44, 86, 42, 60, 64, 45, 18},
		{68, 26, 80, 11, 9, 13, 16, 19, 77, 20, 82, 56, 7, 88, 43, 77, 68, 81, 45, 45, 31, 1, 74, 73, 86, 68, 12, 92, 53, 84},
		{55, 27, 39, 22, 5, 14, 12, 19, 66, 6, 85, 86, 92, 40, 30, 22, 37, 85, 39, 38, 4, 23, 20, 79, 39, 48, 2, 77, 70, 41},
		{41, 22, 88, 70, 36, 89, 25, 82, 74, 20, 93, 98, 13, 61, 14, 5, 52, 43, 25, 58, 21, 80, 67, 64, 34, 78, 27, 78, 35, 68},
		{49, 94, 12, 67, 34, 33, 71, 74, 79, 31, 98, 22, 74, 84, 7, 57, 65, 97, 59, 88, 48, 30, 60, 56, 57, 98, 9, 17, 5, 74},
		{98, 35, 3, 70, 39, 61, 44, 65, 15, 94, 95, 47, 81, 37, 99, 81, 28, 61, 83, 7, 92, 44, 77, 7, 56, 83, 53, 57, 1, 62},
		{86, 24, 98, 33, 85, 27, 54, 82, 22, 32, 89, 31, 12, 19, 14, 94, 69, 91, 60, 72, 14, 32, 74, 88, 50, 53, 78, 46, 36, 25},
		{11, 25, 59, 99, 80, 44, 1, 98, 55, 43, 58, 71, 31, 41, 42, 25, 24, 36, 74, 92, 19, 46, 45, 9, 85, 80, 50, 1, 92, 45},
		{13, 15, 62, 21, 7, 11, 20, 96, 55, 7, 42, 76, 71, 93, 84, 24, 6, 8, 52, 92, 74, 13, 95, 76, 2, 79, 89, 40, 1, 57},
