alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=50
machine_num=10
pop_size=100
Threshold=6285
scenario_num=20
{
	{
		{29, 54, 56, 12, 66, 85, 71, 75, 61, 96},
		{39, 96, 30, 26, 84, 25, 21, 82, 47, 50},
		{85, 26, 25, 95, 85, 29, 79, 38, 13, 93},
		{34, 39, 25, 23, 64, 43, 56, 97, 73, 37},
		{83, 69, 24, 49, 60, 58, 45, 77, 47, 31},
		{77, 90, 60, 49, 79, 55, 14, 32, 54, 74},
		{31, 62, 86, 47, 15, 55, 61, 94, 87, 10},
		{12, 43, 15, 73, 90, 30, 55, 86, 82, 97},
		{61, 37, 28, 99, 36, 85, 58, 67, 12, 27},
		{81, 51, 89, 12, 35, 99, 45, 25, 32, 38},
		{76, 33, 91, 46, 91, 36, 33, 76, 44, 19},
		{58, 67, 80, 72, 88, 39, 93, 70, 66, 92},
		{15, 66, 60, 84, 84, 86, 32, 51, 59, 86},
		{98, 99, 12, 55, 86, 99, 41, 92, 64, 41},
		{31, 92, 87, 66, 41, 55, 91, 68, 63, 59},
		{65, 21, 28, 13, 29, 18, 21, 62, 95, 46},
		{72, 46, 57, 37, 23, 86, 95, 48, 60, 33},
		{92, 37, 66, 17, 77, 36, 37, 77, 99, 90},
		{44, 88, 88, 65, 45, 46, 59, 77, 13, 34},
		{57, 36, 94, 77, 32, 52, 15, 95, 50, 35},
		{29, 20, 16, 66, 70, 85, 67, 56, 22, 37},
		{93, 52, 33, 41, 17, 56, 50, 18, 26, 65},
		{32, 75, 79, 61, 14, 66, 35, 38, 47, 35},
		{69, 49, 78, 52, 78, 35, 46, 33, 61, 60},
		{18, 24, 35, 84, 30, 72, 32, 59, 51, 10},
		{54, 68, 74, 14, 46, 77, 53, 74, 70, 34},
		{90, 12, 96, 16, 51, 28, 36, 12, 45, 65},
		{16, 34, 74, 55, 59, 78, 62, 20, 59, 79},
		{37, 53, 79, 66, 35, 95, 43, 36, 22, 58},
		{21, 43, 30, 24, 84, 37, 70, 69, 90, 10},
		{36, 23, 88, 23, 72, 75, 94, 13, 52, 56},
		{15, 42, 96, 54, 52, 49, 77, 71, 24, 55},
		{22, 38, 86, 55, 10, 71, 28, 92, 65, 23},
		{42, 49, 92, 75, 77, 27, 67, 55, 72, 78},
		{23, 56, 42, 24, 55, 80, 77, 51, 51, 36},
		{51, 10, 28, 33, 28, 65, 44, 92, 10, 59},
		{35, 13, 57, 72, 18, 19, 17, 85, 93, 84},
		{73, 39, 78, 12, 44, 79, 18, 63, 71, 43},
