alpha=0.2
gamma=0.6
selection_rate=1
max_gen=5000
job_num=30
machine_num=20
pop_size=100
Threshold=4353
scenario_num=20
{
	{
		{19, 33, 64, 99, 34, 87, 64, 81, 41, 29, 99, 76, 70, 36, 23, 83, 85, 39, 38, 23},
		{50, 21, 77, 12, 44, 58, 95, 39, 74, 80, 48, 35, 38, 87, 15, 88, 80, 80, 39, 49},
		{13, 23, 38, 46, 62, 53, 88, 92, 13, 14, 12, 54, 73, 83, 11, 34, 88, 77, 92, 78},
		{41, 97, 22, 61, 57, 29, 88, 54, 41, 14, 31, 73, 65, 90, 76, 18, 52, 25, 35, 70},
		{93, 61, 98, 54, 21, 84, 38, 88, 85, 66, 29, 88, 52, 95, 79, 91, 70, 94, 37, 18},
		{52, 53, 46, 72, 27, 69, 86, 99, 70, 70, 96, 46, 35, 89, 15, 99, 44, 22, 56, 84},
		{36, 52, 87, 16, 30, 14, 35, 88, 42, 98, 95, 56, 73, 78, 96, 80, 15, 71, 38, 88},
		{83, 24, 95, 35, 75, 81, 66, 56, 52, 63, 19, 20, 46, 52, 32, 86, 96, 87, 92, 27},
		{67, 35, 82, 95, 28, 42, 28, 69, 92, 51, 19, 37, 99, 74, 75, 60, 83, 26, 88, 52},
		{95, 76, 77, 22, 35, 19, 15, 32, 99, 64, 21, 60, 87, 23, 86, 87, 99, 88, 47, 81},
		{20, 31, 76, 13, 99, 40, 54, 28, 69, 21, 95, 69, 66, 89, 58, 89, 80, 88, 91, 45},
		{12, 75, 16, 59, 93, 39, 63, 30, 28, 29, 30, 81, 81, 54, 32, 29, 25, 48, 53, 36},
		{32, 49, 80, 43, 42, 21, 39, 49, 83, 13, 21, 15, 45, 56, 40, 11, 89, 34, 43, 54},
		{46, 70, 14, 86, 51, 41, 88, 80, 89, 35, 33, 77, 83, 22, 43, 82, 80, 34, 84, 87},
		{75, 80, 98, 57, 19, 38, 14, 53, 33, 63, 90, 82, 57, 84, 19, 29, 86, 74, 18, 39},
		{96, 66, 73, 85, 27, 32, 98, 64, 13, 30, 37, 36, 12, 36, 59, 11, 40, 35, 75, 71},
		{80, 13, 39, 13, 56, 33, 71, 94, 86, 39, 14, 37, 57, 64, 19, 56, 71, 34, 32, 72},
		{78, 51, 49, 32, 87, 69, 59, 72, 88, 22, 25, 29, 89, 61, 21, 32, 35, 58, 92, 78},
		{37, 78, 88, 35, 23, 25, 82, 49, 54, 46, 35, 47, 18, 53, 99, 74, 27, 21, 83, 15},
		{60, 56, 12, 66, 38, 62, 25, 14, 82, 42, 49, 94, 61, 56, 68, 44, 72, 67, 77, 17},
		{59, 91, 51, 32, 11, 19, 71, 10, 45, 14, 58, 55, 65, 38, 52, 12, 29, 21, 88, 55},
		{55, 35, 51, 94, 57, 71, 15, 90, 77, 52, 91, 82, 46, 71, 83, 19, 57, 23, 38, 86},
		{64, 65, 86, 54, 16, 28, 59, 18, 72, 88, 57, 22, 15, 98, 32, 45, 38, 24, 14, 86},
		{78, 52, 87, 86, 90, 60, 17, 98, 81, 56, 21, 89, 72, 46, 86, 15, 64, 54, 16, 77},
		{36, 43, 78, 96, 44, 11, 25, 68, 45, 11, 69, 76, 93, 48, 81, 80, 82, 22, 35, 23},
		{44, 73, 44, 48, 76, 42, 39, 95, 29, 73, 14, 35, 23, 30, 64, 51, 37, 68, 47, 23},
		{72, 21, 42, 92, 57, 32, 92, 85, 12, 60, 89, 25, 92, 27, 57, 94, 37, 77, 81, 21},
		{95, 69, 88, 37, 80, 80, 62, 22, 82, 19, 38, 92, 42, 48, 75, 50, 11, 36, 70, 77},
		{95, 93, 19, 91, 39, 29, 69, 66, 26, 39, 52, 14, 28, 85, 56, 65, 88, 22, 88, 35},
