alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=200
machine_num=15
pop_size=100
Threshold=28127
scenario_num=20
{
	{
		{89, 71, 76, 43, 62, 71, 20, 15, 98, 12, 94, 30, 93, 97, 92},
		{54, 20, 37, 80, 29, 37, 15, 80, 57, 76, 50, 96, 59, 99, 89},
		{16, 65, 70, 86, 46, 83, 12, 29, 94, 23, 52, 38, 70, 27, 94},
		{97, 45, 78, 62, 69, 53, 80, 30, 93, 60, 20, 55, 63, 14, 63},
		{41, 55, 69, 88, 42, 55, 89, 91, 36, 18, 53, 95, 72, 67, 95},
		{41, 76, 85, 31, 47, 90, 80, 42, 99, 18, 72, 70, 15, 66, 30},
		{44, 27, 70, 48, 55, 22, 82, 33, 18, 94, 43, 86, 95, 85, 75},
		{60, 25, 97, 54, 80, 56, 85, 68, 19, 98, 52, 61, 14, 32, 32},
		{89, 84, 90, 18, 62, 18, 76, 75, 58, 89, 83, 30, 29, 16, 14},
		{58, 15, 84, 82, 91, 84, 58, 26, 31, 57, 96, 60, 81, 69, 67},
		{22, 57, 75, 32, 78, 54, 36, 16, 67, 98, 51, 46, 48, 62, 16},
		{87, 76, 65, 22, 32, 94, 56, 95, 28, 37, 67, 41, 52, 18, 36},
		{84, 55, 35, 34, 69, 75, 77, 19, 64, 76, 96, 14, 56, 74, 44},
		{15, 24, 27, 12, 96, 55, 25, 24, 75, 74, 62, 40, 14, 81, 20},
		{92, 65, 10, 22, 17, 69, 80, 59, 19, 75, 74, 26, 13, 59, 61},
		{24, 78, 68, 83, 33, 34, 20, 77, 60, 48, 96, 74, 34, 22, 78},
		{44, 31, 84, 73, 18, 16, 95, 91, 51, 73, 52, 74, 98, 15, 78},
		{41, 31, 52, 73, 29, 63, 86, 43, 22, 44, 92, 49, 26, 96, 26},
		{50, 88, 65, 66, 93, 17, 99, 98, 20, 81, 43, 73, 54, 61, 51},
		{85, 63, 33, 58, 25, 16, 57, 39, 65, 74, 66, 45, 98, 19, 74},
		{25, 93, 16, 93, 48, 14, 40, 22, 36, 27, 64, 58, 78, 76, 57},
		{94, 59, 10, 76, 19, 47, 67, 19, 36, 14, 24, 77, 98, 18, 67},
		{23, 13, 10, 18, 30, 41, 39, 51, 69, 70, 22, 25, 13, 86, 71},
		{45, 58, 83, 98, 62, 58, 89, 49, 97, 90, 32, 11, 56, 25, 75},
		{54, 61, 74, 10, 24, 42, 47, 88, 62, 32, 77, 65, 12, 73, 17},
		{61, 57, 95, 71, 12, 60, 31, 24, 60, 11, 62, 26, 90, 23, 34},
		{69, 22, 45, 98, 58, 53, 86, 46, 18, 65, 29, 69, 61, 78, 96},
		{71, 39, 45, 38, 70, 96, 73, 98, 71, 31, 37, 83, 14, 19, 97},
