alpha=0.2
gamma=0.6
selection_rate=1
max_gen=5000
job_num=60
machine_num=5
pop_size=100
Threshold=4453
scenario_num=20
{
	{
		{14, 92, 93, 37, 67},
		{48, 96, 77, 51, 94},
		{48, 89, 99, 55, 22},
		{69, 72, 70, 30, 27},
		{70, 95, 21, 89, 17},
		{14, 25, 34, 60, 37},
		{94, 43, 27, 50, 93},
		{57, 49, 91, 58, 81},
		{93, 59, 86, 81, 93},
		{20, 22, 90, 34, 60},
		{19, 34, 34, 51, 97},
		{64, 58, 84, 90, 29},
		{11, 39, 19, 93, 58},
		{44, 85, 36, 78, 70},
		{85, 49, 95, 64, 59},
		{39, 79, 11, 25, 60},
		{11, 46, 19, 76, 38},
		{24, 90, 28, 48, 87},
		{34, 27, 69, 87, 99},
		{42, 32, 52, 48, 76},
		{44, 63, 27, 61, 68},
		{68, 60, 63, 74, 46},
		{78, 87, 91, 25, 59},
		{45, 62, 74, 36, 13},
		{35, 16, 21, 14, 47},
		{83, 84, 46, 11, 81},
		{64, 32, 38, 89, 14},
		{60, 71, 82, 40, 36},
		{13, 16, 33, 57, 14},
		{24, 74, 29, 33, 15},
		{27, 95, 84, 95, 18},
		{52, 76, 45, 31, 86},
		{77, 80, 57, 88, 48},
		{84, 50, 68, 27, 88},
		{59, 59, 24, 83, 27},
		{30, 57, 18, 47, 13},
		{30, 23, 39, 60, 29},
		{62, 20, 50, 15, 46},
		{76, 26, 66, 61, 99},
		{27, 61, 74, 70, 97},
		{25, 92, 73, 38, 15},
		{55, 94, 21, 28, 66},
		{75, 39, 50, 19, 16},
		{33, 40, 70, 72, 46},
		{22, 99, 61, 39, 13},
		{98, 85, 27, 20, 88},
		{73, 60, 52, 44, 12},
		{50, 62, 22, 97, 42},
		{19, 39, 61, 15, 96},
		{15, 26, 67, 97, 79},
		{59, 46, 77, 18, 93},
		{89, 43, 38, 86, 96},
		{50, 92, 90, 43, 94},
		{37, 90, 33, 49, 53},
		{96, 60, 87, 95, 48},
		{39, 20, 96, 50, 98},
		{57, 25, 86, 96, 17},
		{85, 27, 91, 59, 37},
		{99, 54, 80, 46, 95},
		{77, 49, 82, 77, 51}
	},
	{
		{50, 25, 64, 45, 98},
		{74, 71, 93, 71, 85},
		{80, 76, 56, 80, 42},
		{11, 67, 27, 46, 38},
		{77, 58, 94, 11, 87},
		{40, 65, 50, 39, 47},
		{25, 97, 31, 51, 53},
		{51, 80, 42, 79, 92},
		{36, 52, 27, 11, 62},
		{60, 44, 70, 43, 59},
		{76, 71, 95, 77, 62},
		{40, 24, 31, 76, 51},
		{60, 32, 84, 35, 67},
		{16, 54, 40, 20, 14},
		{86, 75, 67, 17, 41},
		{91, 19, 28, 38, 18},
		{72, 86, 19, 45, 66},
		{76, 10, 28, 94, 57},
		{28, 60, 96, 91, 66},
		{88, 59, 33, 95, 53},
		{67, 68, 83, 26, 86},
		{96, 16, 67, 42, 18},
		{11, 41, 19, 11, 96},
		{85, 86, 14, 45, 79},
		{24, 54, 80, 81, 17},
		{59, 18, 10, 54, 40},
		{53, 16, 27, 76, 17},
		{73, 90, 76, 65, 11},
		{18, 87, 86, 83, 73},
		{64, 80, 91, 71, 47},
		{48, 45, 54, 46, 40},
		{99, 81, 12, 18, 82},
		{54, 16, 23, 66, 56},
		{21, 22, 66, 83, 70},
		{73, 27, 78, 14, 48},
		{62, 69, 42, 51, 68},
		{12, 64, 77, 23, 56},
		{92, 28, 74, 71, 63},
		{45, 13, 91, 51, 60},
		{60, 47, 47, 27, 22},
		{13, 36, 62, 69, 54},
		{25, 27, 98, 68, 75},
		{43, 85, 94, 10, 64},
		{56, 89, 57, 13, 44},
		{49, 56, 73, 26, 63},
		{65, 40, 26, 85, 24},
		{71, 20, 39, 26, 67},
		{58, 47, 19, 51, 69},
		{54, 87, 93, 53, 82},
		{25, 72, 52, 72, 55},
		{40, 71, 15, 60, 24},
		{57, 66, 37, 54, 88},
		{76, 75, 88, 51, 46},
		{83, 54, 50, 12, 30},
		{69, 42, 34, 67, 52},
		{72, 22, 12, 44, 84},
		{61, 22, 75, 42, 69},
		{76, 24, 63, 57, 81},
		{74, 37, 97, 76, 87},
		{63, 66, 11, 45, 34}
	},
	{
		{60, 99, 84, 76, 18},
		{48, 82, 35, 64, 67},
		{93, 52, 60, 47, 28},
		{30, 26, 58, 24, 96},
		{84, 87, 96, 75, 89},
		{10, 75, 59, 79, 30},
		{63, 25, 75, 27, 15},
		{35, 73, 81, 65, 51},
		{88, 32, 18, 43, 99},
		{24, 94, 95, 58, 34},
		{94, 35, 55, 72, 42},
		{40, 89, 17, 55, 26},
		{44, 44, 48, 98, 49},
		{66, 76, 79, 24, 21},
		{20, 32, 51, 75, 34},
		{21, 78, 92, 63, 96},
		{26, 33, 61, 32, 98},
		{21, 53, 79, 14, 48},
		{20, 18, 32, 31, 30},
		{88, 82, 21, 97, 17},
		{53, 98, 53, 63, 56},
		{75, 37, 32, 71, 84},
		{20, 23, 25, 23, 22},
		{26, 44, 20, 54, 52},
		{78, 47, 85, 51, 47},
		{42, 84, 82, 26, 86},
		{55, 18, 72, 74, 22},
		{40, 70, 19, 44, 17},
		{12, 69, 66, 58, 62},
		{62, 21, 27, 40, 13},
		{51, 53, 92, 79, 86},
		{84, 98, 30, 39, 23},
		{67, 78, 66, 26, 60},
		{23, 92, 42, 51, 85},
		{65, 47, 91, 94, 91},
		{14, 55, 81, 19, 15},
		{35, 56, 25, 91, 13},
		{49, 85, 23, 38, 56},
		{76, 61, 72, 37, 21},
		{65, 87, 96, 88, 38},
		{38, 70, 51, 32, 77},
		{75, 37, 17, 26, 40},
		{17, 37, 21, 36, 47},
		{60, 40, 16, 91, 94},
		{98, 86, 54, 90, 47},
		{87, 54, 43, 34, 35},
		{31, 89, 14, 20, 41},
		{29, 90, 48, 74, 78},
		{32, 67, 67, 90, 16},
		{64, 58, 31, 28, 85},
		{26, 72, 61, 25, 95},
		{82, 99, 40, 38, 87},
		{82, 44, 12, 34, 78},
		{95, 80, 44, 67, 42},
		{46, 58, 85, 78, 78},
		{99, 90, 77, 91, 55},
		{32, 54, 87, 79, 38},
		{60, 56, 36, 82, 18},
		{81, 60, 80, 49, 24},
		{64, 69, 41, 34, 98}
	},
	{
		{33, 11, 95, 19, 22},
		{22, 44, 23, 17, 43},
		{78, 11, 83, 85, 50},
		{41, 73, 47, 27, 70},
		{68, 89, 77, 92, 34},
		{23, 97, 14, 97, 12},
		{68, 33, 98, 11, 53},
		{19, 71, 13, 85, 67},
		{70, 50, 97, 14, 23},
		{20, 50, 45, 34, 40},
		{16, 58, 15, 42, 85},
		{36, 80, 86, 58, 66},
		{75, 43, 64, 77, 74},
		{30, 84, 69, 65, 96},
		{42, 69, 69, 94, 21},
		{16, 10, 76, 83, 41},
		{28, 32, 70, 83, 31},
		{51, 89, 23, 25, 29},
		{56, 34, 25, 98, 23},
		{27, 50, 48, 98, 30},
		{65, 70, 98, 82, 27},
		{23, 52, 34, 35, 31},
		{32, 44, 48, 45, 91},
		{66, 36, 87, 83, 70},
		{97, 52, 36, 61, 13},
		{88, 89, 72, 12, 65},
		{46, 15, 46, 70, 11},
		{30, 63, 42, 13, 29},
		{28, 82, 22, 22, 31},
		{86, 40, 56, 92, 77},
		{40, 91, 51, 23, 89},
		{54, 55, 97, 91, 84},
		{34, 24, 31, 42, 88},
		{37, 10, 72, 36, 30},
		{81, 24, 65, 21, 59},
		{38, 14, 32, 71, 16},
		{35, 43, 80, 98, 48},
		{93, 93, 20, 13, 37},
		{67, 47, 69, 79, 68},
		{32, 46, 95, 57, 61},
		{91, 74, 77, 65, 87},
		{28, 98, 72, 92, 22},
		{14, 60, 69, 60, 34},
		{23, 81, 93, 89, 81},
		{75, 56, 83, 11, 46},
		{46, 11, 30, 91, 65},
		{99, 23, 93, 60, 61},
		{73, 72, 84, 36, 66},
		{87, 30, 87, 90, 94},
		{84, 95, 59, 89, 50},
		{89, 83, 11, 69, 57},
		{36, 22, 31, 22, 57},
