alpha=0.2
gamma=0.6
selection_rate=1
max_gen=5000
job_num=60
machine_num=20
pop_size=100
Threshold=8130
scenario_num=20
{
	{
		{69, 62, 10, 61, 85, 76, 33, 56, 37, 21, 87, 66, 48, 13, 40, 54, 42, 96, 21, 13},
		{28, 16, 75, 24, 28, 74, 69, 20, 72, 77, 57, 73, 86, 99, 25, 54, 49, 52, 68, 76},
		{87, 52, 97, 39, 94, 25, 94, 45, 87, 59, 49, 64, 95, 71, 87, 75, 56, 32, 42, 38},
		{63, 22, 62, 82, 86, 89, 45, 87, 77, 15, 80, 96, 47, 38, 72, 33, 14, 97, 15, 72},
		{71, 88, 22, 80, 78, 92, 49, 21, 44, 79, 92, 98, 63, 90, 36, 80, 68, 86, 37, 53},
		{64, 22, 40, 84, 86, 23, 42, 52, 68, 39, 68, 30, 88, 77, 78, 68, 17, 34, 68, 33},
		{22, 77, 95, 18, 27, 59, 75, 25, 47, 27, 26, 96, 52, 55, 24, 65, 69, 75, 38, 34},
		{62, 60, 37, 13, 94, 67, 35, 37, 69, 77, 64, 70, 78, 54, 39, 86, 78, 70, 17, 83},
		{47, 17, 45, 59, 73, 52, 79, 23, 65, 63, 44, 73, 24, 84, 56, 20, 79, 26, 59, 23},
		{62, 13, 21, 42, 65, 83, 26, 53, 21, 47, 20, 76, 20, 27, 60, 41, 76, 93, 13, 18},
		{14, 64, 40, 76, 79, 34, 34, 88, 96, 73, 58, 98, 18, 21, 10, 36, 26, 12, 16, 79},
		{14, 29, 94, 11, 65, 59, 34, 39, 38, 52, 92, 50, 13, 52, 11, 69, 33, 58, 22, 18},
		{36, 45, 31, 55, 22, 13, 81, 72, 37, 43, 54, 32, 85, 17, 32, 50, 77, 90, 85, 31},
		{58, 98, 86, 54, 12, 25, 72, 55, 87, 38, 49, 19, 15, 37, 59, 12, 76, 31, 30, 54},
		{92, 53, 66, 44, 81, 40, 57, 24, 44, 74, 18, 11, 87, 28, 97, 69, 54, 80, 38, 93},
		{55, 49, 62, 19, 48, 85, 33, 54, 29, 92, 99, 96, 65, 98, 91, 82, 63, 52, 25, 11},
		{61, 25, 96, 34, 73, 20, 35, 13, 50, 98, 25, 27, 37, 68, 65, 72, 77, 67, 28, 24},
		{54, 85, 21, 89, 40, 73, 96, 30, 48, 90, 14, 38, 74, 26, 58, 83, 43, 73, 83, 39},
		{73, 73, 37, 84, 47, 74, 87, 64, 39, 15, 62, 30, 66, 71, 11, 58, 32, 45, 72, 97},
		{61, 39, 27, 68, 30, 80, 26, 66, 60, 61, 36, 80, 42, 40, 90, 40, 59, 15, 73, 41},
		{54, 14, 82, 31, 96, 81, 99, 96, 71, 83, 23, 24, 54, 63, 57, 45, 21, 75, 74, 75},
		{31, 29, 34, 95, 53, 34, 50, 24, 38, 26, 11, 25, 57, 85, 89, 80, 19, 38, 36, 12},
