alpha=0.2
gamma=0.6
selection_rate=0.5
max_gen=6000
job_num=500
machine_num=40
pop_size=100
Threshold=87926
scenario_num=20
{
	{
		{78, 29, 84, 88, 35, 45, 73, 85, 66, 64, 20, 75, 60, 92, 22, 56, 7, 20, 51, 12, 47, 7, 63, 10, 29, 23, 52, 18, 35, 23, 56, 38, 74, 23, 28, 94, 94, 36, 67, 65},
		{9, 98, 39, 79, 55, 21, 48, 42, 43, 28, 10, 40, 91, 65, 55, 44, 47, 56, 25, 91, 83, 20, 21, 90, 47, 54, 99, 96, 90, 98, 71, 35, 6, 4, 97, 84, 4, 22, 66, 66},
		{8, 85, 96, 16, 86, 39, 62, 31, 65, 33, 48, 88, 55, 30, 69, 97, 25, 12, 66, 65, 91, 45, 31, 94, 66, 3, 56, 32, 28, 76, 75, 6, 45, 78, 24, 68, 98, 63, 80, 65},
		{67, 77, 23, 66, 59, 22, 78, 16, 28, 89, 10, 82, 80, 71, 18, 81, 35, 77, 40, 11, 23, 19, 64, 72, 19, 57, 46, 57, 6, 74, 9, 93, 73, 32, 46, 42, 16, 64, 76, 55},
		{17, 83, 49, 31, 2, 6, 43, 14, 4, 66, 89, 94, 73, 6, 12, 29, 22, 29, 25, 44, 39, 12, 61, 83, 20, 78, 78, 20, 23, 12, 32, 59, 90, 61, 17, 21, 93, 27, 2, 30},
		{59, 32, 75, 92, 35, 99, 9, 76, 39, 22, 46, 57, 92, 77, 35, 38, 63, 46, 78, 81, 62, 4, 83, 76, 36, 63, 57, 43, 80, 26, 56, 89, 35, 72, 20, 73, 16, 2, 30, 8},
		{33, 82, 43, 5, 66, 96, 79, 2, 84, 82, 23, 91, 65, 30, 73, 59, 69, 25, 82, 52, 56, 68, 73, 34, 8, 27, 25, 63, 19, 14, 65, 85, 34, 29, 83, 60, 99, 6, 78, 88},
		{71, 83, 26, 73, 66, 13, 15, 38, 41, 11, 16, 48, 50, 46, 35, 22, 38, 33, 76, 16, 81, 53, 75, 35, 61, 69, 82, 72, 30, 46, 26, 59, 28, 93, 61, 20, 59, 94, 76, 72},
		{7, 65, 15, 54, 31, 60, 12, 90, 3, 34, 15, 76, 86, 13, 67, 84, 66, 83, 46, 60, 82, 3, 39, 1, 61, 67, 88, 86, 98, 83, 48, 40, 2, 54, 5, 97, 47, 40, 27, 25},
		{89, 8, 97, 71, 91, 45, 33, 54, 80, 22, 59, 35, 78, 58, 58, 59, 93, 49, 75, 27, 85, 85, 71, 68, 20, 64, 99, 57, 75, 63, 18, 69, 21, 3, 16, 16, 51, 78, 29, 7},
