alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=80
machine_num=15
pop_size=100
Threshold=11614
scenario_num=20
{
	{
		{41, 59, 72, 31, 60, 81, 42, 43, 77, 42, 41, 58, 99, 91, 89},
		{20, 38, 60, 67, 32, 19, 78, 68, 21, 45, 94, 22, 89, 21, 44},
		{43, 99, 69, 32, 74, 54, 75, 19, 99, 11, 71, 78, 13, 66, 88},
		{51, 20, 14, 52, 98, 42, 78, 34, 33, 87, 61, 67, 45, 75, 32},
		{94, 75, 92, 14, 20, 80, 32, 19, 21, 41, 19, 37, 19, 48, 19},
		{10, 51, 53, 65, 68, 31, 71, 29, 39, 35, 28, 28, 12, 11, 74},
		{58, 93, 93, 38, 11, 53, 11, 33, 71, 86, 30, 49, 28, 86, 94},
		{61, 11, 44, 64, 61, 96, 30, 44, 19, 72, 41, 12, 95, 11, 58},
		{25, 40, 38, 17, 33, 35, 93, 99, 14, 18, 98, 75, 24, 59, 29},
		{89, 47, 71, 76, 42, 12, 45, 19, 77, 70, 61, 98, 25, 85, 45},
		{47, 88, 16, 86, 47, 50, 32, 32, 71, 19, 50, 75, 32, 28, 12},
		{48, 93, 54, 78, 18, 44, 40, 48, 72, 87, 74, 89, 83, 81, 45},
		{29, 90, 50, 21, 22, 43, 91, 99, 52, 98, 71, 12, 86, 84, 57},
		{38, 22, 17, 92, 36, 77, 46, 87, 75, 77, 74, 70, 59, 91, 71},
		{34, 18, 94, 65, 59, 36, 71, 64, 46, 16, 18, 59, 52, 87, 98},
		{24, 34, 20, 72, 11, 74, 48, 18, 32, 26, 72, 51, 19, 99, 82},
		{69, 46, 19, 82, 42, 26, 18, 53, 77, 42, 30, 52, 53, 61, 32},
		{89, 33, 82, 91, 30, 48, 70, 96, 84, 18, 99, 97, 67, 60, 97},
		{93, 83, 42, 73, 55, 19, 42, 15, 79, 38, 43, 52, 56, 82, 71},
		{85, 61, 14, 37, 61, 43, 84, 11, 66, 83, 73, 55, 13, 26, 11},
		{98, 23, 77, 25, 42, 50, 21, 62, 37, 14, 91, 66, 83, 49, 17},
		{92, 70, 62, 70, 99, 24, 18, 49, 27, 37, 68, 73, 98, 86, 38},
		{74, 23, 42, 21, 85, 49, 11, 12, 13, 58, 92, 74, 19, 42, 93},
