alpha=0.2
gamma=0.6
selection_rate=1
max_gen=2000
job_num=100
machine_num=20
pop_size=100
Threshold=16261
scenario_num=20
{
	{
		{23, 17, 26, 32, 53, 50, 48, 43, 40, 77, 48, 10, 14, 67, 33, 50, 87, 76, 65, 64},
		{15, 59, 84, 32, 92, 40, 85, 63, 84, 84, 28, 77, 30, 11, 99, 45, 51, 60, 37, 33},
		{23, 36, 35, 15, 65, 81, 42, 18, 36, 62, 24, 46, 36, 66, 37, 61, 42, 47, 21, 24},
		{67, 28, 58, 99, 12, 92, 98, 50, 49, 91, 20, 98, 18, 71, 35, 68, 26, 56, 77, 80},
		{77, 99, 84, 83, 45, 76, 58, 51, 48, 38, 11, 85, 82, 10, 91, 33, 14, 33, 68, 93},
		{51, 78, 18, 84, 38, 46, 90, 62, 32, 29, 45, 87, 29, 64, 99, 20, 96, 80, 92, 85},
		{81, 61, 65, 16, 30, 59, 97, 14, 87, 19, 69, 91, 35, 58, 79, 78, 46, 66, 75, 11},
		{99, 70, 77, 26, 91, 83, 29, 63, 69, 77, 36, 90, 18, 19, 42, 75, 61, 42, 57, 62},
		{92, 66, 61, 77, 90, 59, 76, 74, 50, 15, 30, 24, 20, 90, 49, 32, 28, 75, 36, 59},
		{90, 19, 36, 98, 80, 90, 94, 32, 71, 41, 24, 47, 62, 40, 31, 89, 26, 34, 94, 56},
		{31, 16, 53, 64, 45, 18, 80, 49, 55, 44, 11, 86, 25, 15, 42, 43, 58, 57, 75, 52},
		{82, 80, 76, 64, 69, 51, 19, 70, 65, 68, 49, 39, 49, 31, 50, 41, 45, 97, 38, 36},
		{44, 16, 85, 54, 94, 62, 91, 85, 48, 49, 96, 26, 30, 48, 83, 19, 63, 72, 33, 51},
		{10, 79, 11, 53, 85, 93, 80, 14, 54, 50, 73, 57, 67, 38, 99, 78, 13, 32, 57, 62},
		{51, 71, 47, 88, 24, 97, 36, 63, 84, 62, 74, 97, 49, 62, 75, 85, 92, 31, 89, 35},
		{45, 49, 98, 87, 49, 39, 50, 58, 38, 17, 69, 91, 35, 20, 13, 57, 83, 80, 21, 44},
		{92, 43, 94, 34, 24, 41, 18, 28, 61, 99, 98, 82, 50, 17, 24, 36, 47, 54, 99, 86},
		{96, 22, 47, 75, 45, 68, 94, 86, 46, 86, 41, 75, 77, 11, 36, 78, 54, 64, 80, 49},
		{63, 94, 86, 93, 17, 35, 31, 59, 82, 29, 24, 23, 95, 45, 93, 11, 60, 23, 30, 71},
		{87, 84, 44, 46, 41, 53, 73, 95, 32, 68, 92, 38, 42, 62, 38, 57, 97, 85, 38, 30},
		{82, 15, 76, 17, 20, 67, 21, 64, 20, 18, 66, 60, 56, 11, 68, 69, 69, 88, 30, 54},
		{37, 38, 61, 21, 93, 93, 33, 72, 57, 85, 95, 74, 29, 79, 31, 22, 61, 74, 29, 46},
		{49, 39, 49, 16, 99, 71, 19, 76, 44, 22, 15, 43, 30, 81, 33, 84, 35, 40, 61, 82},
		{18, 39, 31, 22, 54, 37, 87, 41, 91, 41, 26, 14, 67, 41, 42, 74, 77, 85, 92, 29},
		{33, 98, 39, 96, 96, 92, 19, 73, 77, 95, 93, 71, 10, 63, 37, 51, 30, 39, 66, 85},
		{73, 29, 11, 30, 20, 81, 49, 21, 13, 65, 18, 17, 71, 90, 83, 47, 19, 34, 35, 21},
		{68, 81, 79, 36, 28, 10, 77, 52, 78, 56, 14, 49, 87, 42, 51, 85, 90, 83, 71, 25},
		{35, 27, 27, 20, 26, 51, 85, 24, 67, 92, 69, 51, 62, 77, 97, 19, 89, 71, 82, 49},
		{41, 58, 53, 86, 22, 14, 59, 19, 20, 21, 19, 66, 17, 20, 37, 94, 64, 39, 67, 50},
		{43, 10, 68, 39, 89, 69, 15, 13, 51, 41, 10, 96, 96, 98, 70, 51, 83, 85, 98, 30},
		{19, 24, 81, 41, 70, 84, 20, 76, 98, 12, 43, 62, 86, 39, 39, 82, 21, 34, 71, 73},
		{77, 14, 76, 73, 35, 33, 65, 28, 42, 80, 40, 52, 86, 44, 68, 66, 22, 30, 30, 61},
		{58, 88, 19, 25, 37, 33, 46, 21, 25, 52, 82, 15, 69, 84, 99, 70, 70, 53, 25, 39},
		{29, 47, 23, 30, 73, 68, 79, 78, 86, 88, 62, 40, 88, 99, 25, 64, 68, 45, 82, 34},
		{85, 42, 66, 87, 25, 47, 67, 79, 58, 96, 97, 50, 93, 81, 44, 32, 31, 26, 59, 42},
		{88, 40, 69, 46, 26, 37, 72, 91, 69, 23, 89, 93, 31, 87, 92, 42, 72, 29, 69, 97},
		{17, 34, 64, 22, 44, 39, 39, 48, 51, 59, 62, 18, 23, 71, 15, 85, 33, 22, 63, 29},
		{21, 59, 38, 85, 70, 30, 78, 23, 49, 83, 73, 77, 74, 31, 15, 29, 91, 35, 10, 71},
		{19, 62, 39, 51, 47, 51, 61, 22, 71, 57, 68, 12, 26, 48, 80, 64, 11, 71, 65, 84},
		{57, 60, 45, 10, 62, 44, 49, 61, 52, 51, 45, 12, 64, 33, 18, 34, 48, 37, 13, 35},
		{82, 21, 71, 45, 89, 89, 60, 95, 72, 65, 36, 65, 26, 80, 20, 35, 49, 56, 33, 20},
		{38, 37, 78, 86, 37, 41, 77, 62, 62, 92, 53, 14, 54, 19, 81, 41, 46, 50, 80, 66},
		{13, 65, 68, 76, 82, 80, 53, 34, 65, 25, 72, 90, 46, 16, 29, 98, 68, 89, 53, 59},
		{33, 38, 90, 92, 36, 55, 95, 79, 82, 12, 98, 52, 66, 35, 36, 77, 40, 51, 48, 14},
		{48, 53, 83, 64, 26, 40, 59, 86, 67, 85, 95, 61, 60, 36, 88, 26, 61, 53, 37, 69},
		{12, 74, 26, 63, 82, 30, 49, 72, 11, 72, 56, 73, 57, 59, 83, 58, 43, 92, 31, 16},
		{74, 51, 78, 24, 13, 85, 87, 33, 47, 38, 60, 31, 11, 78, 19, 30, 72, 44, 11, 65},
		{86, 81, 13, 71, 26, 99, 73, 27, 25, 72, 37, 73, 90, 28, 58, 38, 86, 13, 81, 60},
		{69, 73, 62, 65, 47, 60, 84, 27, 92, 71, 81, 45, 41, 58, 65, 79, 41, 75, 97, 91},
		{28, 97, 96, 86, 18, 15, 60, 62, 45, 66, 82, 72, 83, 48, 16, 37, 34, 79, 56, 82},
		{57, 22, 82, 45, 16, 65, 36, 21, 58, 64, 21, 27, 31, 57, 33, 94, 54, 19, 46, 51},
		{24, 80, 15, 76, 79, 81, 53, 62, 53, 72, 74, 12, 11, 24, 81, 19, 64, 90, 86, 85},
		{50, 39, 22, 58, 15, 44, 60, 45, 27, 80, 59, 13, 91, 94, 72, 62, 53, 72, 63, 79},
		{13, 53, 44, 91, 47, 80, 20, 74, 66, 16, 30, 24, 70, 82, 65, 22, 44, 24, 92, 95},
		{96, 82, 38, 92, 98, 49, 69, 92, 42, 25, 67, 72, 79, 74, 56, 43, 39, 83, 46, 55},
		{60, 92, 18, 17, 65, 43, 47, 71, 50, 71, 67, 98, 32, 12, 87, 72, 12, 13, 46, 73},
		{51, 28, 88, 41, 89, 50, 11, 37, 60, 16, 26, 99, 64, 36, 96, 21, 50, 46, 98, 23},
		{76, 56, 26, 52, 59, 34, 14, 12, 24, 59, 89, 75, 52, 40, 98, 28, 66, 67, 52, 29},
		{59, 68, 16, 90, 70, 68, 92, 31, 70, 92, 72, 59, 94, 94, 15, 23, 34, 46, 55, 45},
		{62, 76, 80, 55, 69, 58, 15, 29, 84, 13, 15, 78, 20, 42, 25, 71, 48, 96, 36, 17},
		{30, 14, 92, 93, 37, 18, 85, 42, 72, 65, 22, 27, 89, 19, 49, 93, 14, 93, 14, 14},
		{13, 80, 71, 67, 21, 85, 26, 11, 11, 91, 41, 82, 42, 36, 37, 49, 37, 56, 53, 47},
		{95, 89, 79, 39, 17, 22, 94, 91, 98, 73, 50, 80, 62, 84, 38, 52, 46, 25, 51, 18},
		{51, 60, 77, 86, 70, 36, 87, 18, 54, 30, 60, 97, 26, 81, 35, 62, 58, 33, 73, 12},
		{85, 48, 50, 17, 40, 57, 55, 38, 71, 80, 36, 95, 57, 41, 56, 87, 16, 42, 52, 70},
		{43, 97, 85, 86, 58, 59, 66, 89, 21, 53, 32, 34, 96, 84, 34, 65, 23, 82, 68, 50},
		{75, 79, 63, 89, 81, 65, 28, 79, 22, 43, 51, 75, 81, 80, 53, 21, 57, 10, 18, 44},
		{23, 24, 17, 44, 87, 14, 12, 99, 83, 56, 36, 46, 64, 68, 19, 47, 98, 21, 73, 21},
		{84, 96, 49, 16, 53, 45, 83, 57, 11, 81, 15, 52, 42, 33, 24, 83, 19, 28, 51, 98},
		{35, 12, 31, 83, 35, 72, 87, 32, 35, 53, 91, 31, 67, 30, 93, 98, 35, 92, 95, 64},
		{28, 41, 42, 10, 49, 44, 79, 63, 72, 57, 50, 43, 75, 70, 62, 92, 41, 88, 36, 88},
		{52, 55, 34, 99, 51, 90, 25, 59, 24, 79, 71, 28, 49, 20, 43, 51, 33, 92, 93, 94},
		{44, 61, 79, 24, 28, 37, 39, 27, 29, 40, 20, 10, 19, 40, 57, 54, 70, 42, 23, 74},
		{98, 20, 86, 28, 36, 49, 67, 95, 68, 51, 19, 56, 22, 25, 92, 25, 52, 32, 66, 27},
		{75, 67, 99, 89, 60, 69, 24, 65, 28, 65, 36, 30, 38, 34, 91, 74, 91, 60, 28, 76},
		{77, 90, 80, 23, 80, 15, 79, 42, 34, 19, 79, 23, 59, 81, 32, 93, 41, 98, 13, 24},
		{16, 90, 48, 20, 29, 54, 60, 87, 63, 63, 95, 29, 22, 31, 93, 24, 71, 28, 83, 61},
		{98, 74, 19, 54, 11, 74, 20, 54, 63, 90, 21, 73, 41, 74, 97, 35, 55, 95, 58, 41},
		{54, 21, 95, 54, 69, 45, 26, 39, 40, 57, 48, 36, 85, 97, 36, 14, 57, 11, 63, 86},
		{45, 45, 20, 88, 47, 77, 32, 96, 50, 11, 54, 20, 78, 38, 29, 84, 67, 64, 30, 54},
		{97, 12, 12, 63, 12, 40, 50, 13, 73, 45, 46, 64, 97, 92, 71, 38, 38, 31, 83, 38},
		{18, 91, 68, 58, 34, 86, 65, 64, 75, 17, 32, 90, 50, 35, 38, 31, 44, 48, 14, 20},
		{90, 74, 66, 96, 46, 60, 34, 44, 44, 15, 13, 40, 36, 97, 57, 77, 84, 35, 15, 93},
		{13, 19, 67, 15, 16, 42, 21, 25, 47, 28, 70, 72, 46, 89, 89, 56, 14, 99, 69, 49},
		{89, 75, 59, 55, 50, 83, 96, 22, 24, 26, 96, 41, 87, 40, 13, 13, 56, 74, 95, 97},
		{48, 72, 32, 92, 40, 75, 38, 17, 26, 21, 46, 53, 85, 39, 27, 68, 77, 97, 36, 99},
		{92, 60, 50, 95, 87, 38, 58, 93, 74, 19, 25, 44, 59, 90, 49, 76, 57, 95, 40, 74},
		{37, 72, 91, 76, 54, 75, 33, 30, 13, 96, 77, 47, 61, 13, 12, 16, 34, 84, 88, 33},
		{62, 59, 39, 99, 20, 57, 73, 86, 79, 11, 92, 20, 67, 67, 81, 78, 59, 45, 45, 33},
		{88, 81, 98, 19, 37, 22, 62, 41, 47, 59, 75, 99, 13, 12, 29, 37, 97, 76, 29, 42},
